episode,length,time,reward,delta
60,18.0,0.0015540000000555665,0.0,-0.00012342944819223147
61,22.0,0.0016059999999242791,0.0,-2.9427115685223717e-05
62,16.0,0.0012010000000373111,0.0,0.00028696280878479324
63,4.0,0.0003649999999879583,0.0,0.00014348140439239662
64,10.0,0.0007790000000795771,0.0,7.174070219619836e-05
65,16.0,0.0014639999999417341,0.0,-0.00014200691390824072
66,23.0,0.0018599999999651118,0.0,-2.243924944434698e-05
67,12.0,0.0010520000000724394,0.0,2.754569000855151e-05
68,47.0,0.003907000000026528,0.0,0.00011067040366826342
69,14.0,0.001079000000004271,0.0,0.0003209170006522586
70,64.0,0.004607999999961976,0.0,6.983150947143728e-05
71,33.0,0.002455000000054497,0.0,5.727133192980961e-05
72,8.0,0.0006379999999808206,0.0,0.0003163102995674376
73,39.0,0.003057000000012522,0.0,0.00015409382559880374
74,23.0,0.002184000000056585,0.0,-7.10034569541203e-05
75,24.0,0.0017199999999775173,0.0,8.145264962535652e-05
76,47.0,0.003313000000048305,0.0,0.0003238532755054596
77,30.0,0.0021189999999933207,0.0,0.0003233158761328131
78,12.0,0.0009109999999736829,0.0,0.000382347633428888
79,6.0,0.0004920000000083746,0.0,0.0002892931626021667
80,31.0,0.00217099999997572,0.0,0.0006836907068213619
81,17.0,0.0012229999999817665,0.0,0.0003584745696406026
82,18.0,0.00130500000000211,0.0,-9.392087712241121e-05
83,35.0,0.002471000000014101,0.0,5.2638707544939664e-05
84,32.0,0.002253999999993539,0.0,0.0003106734480479308
85,22.0,0.0015610000000378932,0.0,0.000195987821316782
86,36.0,0.0024950000000671935,0.0,2.6319353772469886e-05
87,8.0,0.0007269999999834909,0.0,0.000191173816714444
88,63.0,0.004641999999989821,0.0,-0.22524228667037538
89,68.0,0.004729999999995016,0.0,9.558690835722206e-05
90,10.0,0.0007390000000668806,0.0,4.779345417861103e-05
91,32.0,0.0023279999999203937,0.0,2.389672708930546e-05
92,13.0,0.0009100000000898945,0.0,0.0001956421613894026
93,17.0,0.0011389999999664724,0.0,0.00020460900356052668
94,10.0,0.0007090000000289365,0.0,0.00023260184440621122
95,14.0,0.001312999999981912,0.0,-1.4713557842611804e-05
96,28.0,0.0018090000000938744,0.0,7.704691279940192e-05
97,15.0,0.0010069999999586798,0.0,0.00016576434127183837
98,6.0,0.00044700000000830187,0.0,-4.637812580053212e-05
99,10.0,0.0007980000000316068,0.0,0.00033262347242023335
100,16.0,0.0011499999999387,0.0,0.00011630092220310561
101,19.0,0.0012950000000273576,0.0,0.00013951405519859025
102,24.0,0.0018719999999348147,0.0,0.00030296219596701827
103,18.0,0.001320999999961714,0.0,0.00015371586108807705
104,10.0,0.000831999999945765,0.0,0.0001514810979835092
105,6.0,0.0005149999999503052,0.0,5.815046110155286e-05
106,7.0,0.0005899999999883221,0.0,0.0002585470585404479
107,39.0,0.0033490000000711007,0.0,0.00012927352927022396
108,15.0,0.0010580000000572909,0.0,6.463676463511203e-05
109,41.0,0.003287000000000262,0.0,-4.696043856120566e-05
110,8.0,0.0006819999999834181,0.0,0.00022174192161650568
111,60.0,0.0043640000000095824,0.0,-0.1126211433351877
112,26.0,0.00176499999997759,0.0,0.0002335595910841887
113,39.0,0.0025950000000420914,0.0,7.574054899175465e-05
114,12.0,0.0008430000000316795,0.0,0.00032000781068702703
115,72.0,0.004734999999982392,0.0,0.00033336640839076465
116,21.0,0.001504999999951906,0.0,0.00013954531185479213
117,19.0,0.001362999999969361,0.0,-0.00010868903295791301
118,41.0,0.003023999999982152,0.0,0.0003351402980457289
119,34.0,0.0024319999999988795,0.0,0.00021434842182247002
120,12.0,0.0008510000000114815,0.0,8.288217063591918e-05
121,27.0,0.0018249999999397915,0.0,-0.045746262713219514
122,13.0,0.0009169999999585343,0.0,-7.356778921305848e-06
123,15.0,0.0010610000000497166,0.0,-3.67838946065287e-06
124,13.0,0.0009270000000469736,0.0,0.00014416455992646425
125,16.0,0.0011190000000169675,0.0,0.0002332169953033346
126,15.0,0.0010399999999890497,0.0,0.00022432230321584317
127,20.0,0.0014380000000073778,0.0,0.00015109321314212855
128,13.0,0.0009089999999787324,0.0,0.00027827203798596516
129,31.0,0.002166999999985819,0.0,-0.022873131356609757
130,18.0,0.001280000000065229,0.0,0.00019137617859253545
131,10.0,0.0007309999999733918,0.0,0.0001166084976516673
132,8.0,0.0006089999999403517,0.0,-0.00016151872739019152
133,11.0,0.0007590000000163855,0.0,-1.8391947303263807e-06
134,52.0,0.003409000000033302,0.0,0.00019959190884615767
135,14.0,0.0009469999999964784,0.0,0.0003325245034425323
136,5.0,0.00039100000003600144,0.0,0.00016626225172126615
137,9.0,0.0006349999999883948,0.0,0.0002459536383443632
138,4.0,0.0003209999999853608,0.0,0.00023927152896115276
139,16.0,0.001266999999984364,0.0,7.554660657106422e-05
140,45.0,0.002884999999992033,1.0,0.4999624397097304
141,19.0,0.0013730000000578002,0.0,0.00018581983309810574
142,12.0,0.0008269999999583888,0.0,0.00024636171864197585
143,35.0,0.002250000000003638,0.0,3.408986551137801e-05
144,19.0,0.0012710000000879518,0.0,1.7044932755689007e-05
145,27.0,0.001924000000030901,0.0,-0.25187341390692575
146,9.0,0.0006379999999808206,0.0,0.00014360458297920644
147,11.0,0.0008869999999205902,0.0,0.0002593342923408739
148,20.0,0.0017260000000760556,0.0,0.00012318085932098793
149,8.0,0.0006370000000970322,0.0,-6.983779894277327e-05
150,56.0,0.003819000000021333,0.0,-0.0059472329952942535
151,25.0,0.0019350000000031287,0.0,-0.0013339858469253191
152,9.0,0.0007299999999759166,0.0,0.0002656451849061712
153,26.0,0.0024620000000368236,0.0,0.0002739176309085213
154,33.0,0.004081000000041968,0.0,0.00018793357460633077
155,20.0,0.0025319999999737774,0.0,0.0001501096335560769
156,22.0,0.0022529999999960637,0.0,0.0002941600015814904
157,11.0,0.001301000000012209,0.0,-0.0015159697923432772
158,15.0,0.0014830000000074506,0.0,-0.00017472615099826114
159,10.0,0.0010209999999233332,0.0,0.0001369588154542606
160,23.0,0.002652000000011867,0.0,0.000181329862802296
161,8.0,0.0010310000000117725,0.0,0.0002727488890596772
162,27.0,0.002656000000001768,0.0,0.00010738309886571928
163,46.0,0.0037399999999934153,0.0,-3.491889947138669e-05
164,32.0,0.0023429999999962092,0.0,0.00018037027865775205
165,38.0,0.0027720000000499567,0.0,-0.0006958428986915296
166,12.0,0.000941000000011627,0.0,-0.0007579848961716386
167,8.0,0.0006309999999984939,0.0,0.000338672336242518
168,21.0,0.0015280000000075233,0.0,0.00027709740797420446
169,11.0,0.0008249999999634383,0.0,0.00016933616812125896
170,38.0,0.002651000000014392,0.0,-0.025688120090618598
171,6.0,0.0004930000000058499,0.0,0.00013854870398710218
172,6.0,0.0005109999999604042,0.0,6.927435199355109e-05
173,22.0,0.0015909999999621505,0.0,9.018513932887602e-05
174,49.0,0.003912000000013904,0.0,0.00019777949992364895
175,8.0,0.0011299999999891952,0.0,0.00041480201018766807
176,9.0,0.0007850000000644286,0.0,0.0002038644215329829
177,11.0,0.0008499999999003194,0.0,0.00012231821449249446
178,56.0,0.004081999999925756,0.0,-0.011392805077687602
179,24.0,0.002180000000066684,0.0,4.5092569664438066e-05
180,23.0,0.0016869999999471474,0.0,0.00014974743104282664
181,30.0,0.0021359999999504,0.0,-0.006531998349173763
182,8.0,0.0006630000000313885,0.0,0.00034921384790831834
183,48.0,0.0034910000000536456,0.0,0.0003583430911864908
184,4.0,0.00035500000001320586,0.0,0.0002822941570614771
185,18.0,0.0013480000000072323,0.0,-0.0001938192227800132
186,14.0,0.001044999999976426,0.0,0.00024145200045075615
187,34.0,0.0024070000000619984,0.0,-0.0002696576426192963
188,4.0,0.00035700000000815635,0.0,-0.00013482882130964814
189,41.0,0.0033320000000003347,0.0,-0.00034792144934576487
190,8.0,0.0006349999999883948,0.0,0.00017460692395415917
191,8.0,0.0006529999999429492,0.0,0.00024365920898403702
192,29.0,0.00240099999996346,0.0,-0.0056964025388438
193,31.0,0.002241000000026361,0.0,0.0002119455576502148
194,46.0,0.0032629999999471693,0.0,-0.0021750712713731095
195,31.0,0.002200000000016189,0.0,-0.0028482012694219
196,74.0,0.006795000000010987,0.0,-0.031124774178004286
197,36.0,0.003788999999983389,0.0,0.00029551016615231025
198,11.0,0.0015680000000202199,0.0,-0.0016151447589389041
199,45.0,0.005382999999937965,0.0,6.51745755063961e-05
200,47.0,0.0039420000000518485,0.0,-0.004424285522555229
201,49.0,0.0037740000000212603,0.0,-0.015562387089002145
202,48.0,0.0036400000000185173,0.0,5.537427806301897e-05
203,25.0,0.0019510000000764194,0.0,7.707104567626405e-05
204,14.0,0.0011930000000575092,0.0,-1.0026838275746671e-05
205,11.0,0.0008619999999837091,0.0,-5.013419137873281e-06
206,77.0,0.005450999999993655,0.0,-0.009229437090521042
207,61.0,0.004189999999994143,0.0,-0.01981245345153866
208,46.0,0.0036200000000690125,0.0,-0.11961634974138018
209,6.0,0.0008749999999508873,0.0,0.00014775508307615507
210,21.0,0.0016960000000381115,0.0,-0.0018487064675624543
211,56.0,0.004625000000032742,0.0,0.00017917154559324538
212,6.0,0.0005220000000463187,0.0,-0.00042756209309382587
213,12.0,0.000895000000014079,0.0,-0.00014580593416737122
214,6.0,0.0004940000000033251,0.0,-0.0009243532337812272
215,59.0,0.00427399999989575,0.0,-0.0009129941120262059
216,9.0,0.0007919999999330685,0.0,0.00019517408391528
217,9.0,0.0007850000000644286,0.0,-0.0015812917975014705
218,53.0,0.003754999999955544,0.0,-0.004080689279629772
219,47.0,0.0035860000000411674,0.0,3.853552283813208e-05
220,26.0,0.0018939999999929569,0.0,-0.0013516181488953866
221,129.0,0.009297000000060507,0.0,-0.0006758090744476933
222,15.0,0.00125100000002476,0.0,0.00026735408323686556
223,43.0,0.0030130000000099244,0.0,-0.0026765040624037364
224,8.0,0.0006370000000970322,0.0,-0.00013611432687912653
225,63.0,0.0045990000000983855,0.0,-0.00461471854526052
226,10.0,0.0008179999999811116,0.0,-0.0003726031409816554
227,11.0,0.0008249999999634383,0.0,-8.78371021063079e-05
228,51.0,0.0035359999999400316,0.0,-0.011414549988780342
229,15.0,0.0010919999999714491,0.0,-0.0017819757748275948
230,125.0,0.008399000000054002,0.0,-0.009015769052466918
231,35.0,0.0024019999999609354,0.0,-0.00570727499439017
232,9.0,0.0007620000000088112,0.0,-0.0017848752579777156
233,48.0,0.0033480000000736254,0.0,8.522466377844503e-06
234,31.0,0.002173999999968146,0.0,-0.7502956473392398
235,53.0,0.003575999999952728,0.0,-0.0054042817992721644
236,33.0,0.0021980000000212385,0.0,-0.0027021408996360822
237,6.0,0.0004339999999274369,0.0,0.0001650962510113622
238,49.0,0.0033570000000509026,0.0,-0.012650016518654031
239,5.0,0.0005219999999326319,0.0,-0.0017827302701637353
240,54.0,0.004949000000010528,0.0,-0.0003831371394504271
241,111.0,0.00825499999996282,0.0,-0.004507884526233459
242,85.0,0.0060789999999997235,1.0,0.6251290435244852
243,71.0,0.005033000000025822,0.0,-0.10596894382554871
244,25.0,0.001906999999960135,1.0,0.3125645217622426
245,52.0,0.0036320000000387154,0.0,-0.06712505704837528
246,8.0,0.0006559999999353749,0.0,-0.001092249090470129
247,58.0,0.004060999999978776,0.0,-0.000670509936794258
248,34.0,0.0024070000000619984,0.0,8.254812550568115e-05
249,17.0,0.0012490000000298096,0.0,-0.0020148419939275703
250,25.0,0.0019039999999677093,0.0,-0.0005403018355149571
251,45.0,0.0033259999999017964,0.0,4.1274062752840574e-05
252,41.0,0.003474999999980355,0.0,-0.006416861606604013
253,109.0,0.009506999999985055,1.0,0.1562822608811213
254,17.0,0.0012450000000399086,0.0,9.234086098291311e-05
255,10.0,0.0007630000000062864,0.0,-0.00019156856972521365
256,96.0,0.006620999999995547,0.0,-0.00021590273110037958
257,28.0,0.002358999999955813,0.0,0.000143349436378658
258,32.0,0.002341999999998734,0.0,-0.005321651808604624
259,59.0,0.0041629999999486245,0.0,-0.8321773701792247
260,41.0,0.002978000000098291,0.0,-0.41608868508961233
261,16.0,0.0011879999999564461,0.0,-0.00023503499788938014
262,36.0,0.0026990000000068903,0.0,-0.4920120425235981
263,37.0,0.0031769999999369247,0.0,0.00017616942002946629
264,65.0,0.004989999999907013,0.0,4.0914788869826526e-05
265,64.0,0.004553999999984626,0.0,-0.01335359208132222
266,41.0,0.0030309999999644788,0.0,-0.0008924376289888578
267,30.0,0.0026410000000396394,0.0,-0.0010584357946034975
268,31.0,0.0022940000000062355,0.0,-0.07874920845905152
269,21.0,0.0015489999999545034,0.0,-0.005115032018370441
270,21.0,0.0015260000000125729,0.0,-0.30943025839460636
271,74.0,0.005842000000029657,0.0,-0.24600602126179902
272,10.0,0.0007970000000341315,0.0,-6.373439578132012e-05
273,18.0,0.0013649999999643114,0.0,0.00021490579004597422
274,42.0,0.002981999999974505,0.0,8.958577279662269e-05
275,18.0,0.0013020000000096843,0.0,-0.008534233353724151
276,26.0,0.0018499999999903594,0.0,-0.005052782664176197
277,65.0,0.004470999999966807,0.0,0.00031004828452372397
278,6.0,0.0004870000000209984,0.0,-0.0042671166768620756
279,24.0,0.0017420000000356595,0.0,-0.06999173908648976
280,76.0,0.005403000000001157,0.0,-0.18770988690583834
281,11.0,0.0008320000000594518,0.0,-0.005241953290989681
282,25.0,0.0017670000000862274,0.0,-0.0026209766454948404
283,16.0,0.0011610000000246146,0.0,0.0002689099441355703
284,67.0,0.004425999999966734,0.0,-0.15625677436369548
285,82.0,0.005427999999938038,0.0,-0.0004462188144944289
286,28.0,0.0017560000000003129,0.0,-0.00010009375152657664
287,13.0,0.0008520000000089567,0.0,-0.0021335583384310378
288,38.0,0.0023479999999835854,0.0,4.479288639831129e-05
289,11.0,0.0007309999999733918,0.0,-0.00033397122532475383
290,59.0,0.003751999999963118,0.0,-0.1157282719034814
291,32.0,0.0022940000000062355,1.0,0.9111403797552929
292,29.0,0.002488999999968655,0.0,0.00010745289502298711
293,11.0,0.0010010000000875152,0.0,0.0003344054019404535
294,77.0,0.006865999999945416,0.0,-0.1121602654933976
295,16.0,0.0011799999999766442,0.0,-0.012771626632189465
296,61.0,0.00430000000005748,0.0,-0.09690864732590695
297,44.0,0.0031060000000024957,0.0,-0.5447066773164585
298,25.0,0.0019810000000006767,0.0,-0.0671735644539453
299,13.0,0.0009610000000748187,0.0,-0.08331968481559067
300,65.0,0.00446199999998953,0.0,-0.12014213096729566
301,69.0,0.005074999999919783,0.0,-0.0703308027045599
302,19.0,0.0013950000000022555,0.0,-0.012455674083962353
303,20.0,0.0015329999999948996,0.0,-0.00570551289777959
304,57.0,0.003914000000008855,0.0,-0.01666213855578866
305,58.0,0.003990999999928135,0.0,-0.017653798600206033
306,20.0,0.0014290000000301006,0.0,-3.4796138482860294e-06
307,13.0,0.0009420000000091022,0.0,-0.014528285273721697
308,32.0,0.00225799999998344,0.0,-0.05435500677419326
309,28.0,0.0019929999999703796,0.0,-0.002660825904302312
310,79.0,0.005259000000023661,0.0,-0.0006639544971621444
311,52.0,0.0035989999998946587,0.0,-0.044396183846741134
312,60.0,0.004579000000035194,0.0,-0.001330412952151156
313,27.0,0.001981999999998152,0.0,-0.005748962017541149
314,23.0,0.0016510000000380387,0.0,-0.013139878945404922
315,27.0,0.002169999999978245,0.0,-0.0062278370419811754
316,26.0,0.001965999999924861,0.0,-0.03730053800245171
317,29.0,0.0024319999999988795,0.0,-0.04845432366295347
318,37.0,0.0026159999999890715,0.0,-0.08806197109970453
319,24.0,0.001740000000040709,0.0,-0.002852756448889795
320,17.0,0.0013480000000072323,0.0,0.00018358043253155227
321,56.0,0.004007000000001426,0.0,-0.007498184712759863
322,60.0,0.004376999999976761,0.0,-0.035815665653771304
323,13.0,0.0009800000000268483,0.0,-0.00656993947270246
324,30.0,0.002123999999980697,0.0,-0.0006652064760755782
325,66.0,0.004581000000030144,0.0,-0.004185611657730866
326,44.0,0.0030389999999442807,0.0,-0.044030985549852256
327,64.0,0.004358000000024731,0.0,-0.23343560926183138
328,14.0,0.0010009999999738284,0.0,-0.01536083125057483
329,16.0,0.001146000000062486,0.0,0.00012340427305843516
330,9.0,0.0006670000000212895,0.0,0.0001653796101535066
331,12.0,0.0008300000000645014,0.0,-0.0039977185414418175
332,57.0,0.0035659999999779757,0.0,-0.00960743828742383
333,31.0,0.001958000000058746,0.0,-0.0032849697363512296
334,40.0,0.002503999999930784,0.0,0.00033217161925538116
335,40.0,0.0027240000000574582,0.0,0.00016608580962769058
336,37.0,0.0022940000000062355,0.0,-0.0013694812579879093
337,89.0,0.005850000000009459,0.0,3.903879534805459e-05
338,61.0,0.004840000000058353,0.0,-0.08332611712631179
339,117.0,0.007933999999977459,0.0,-0.00010795136555018985
340,43.0,0.0030259999999771026,0.0,-0.13395238330223333
341,8.0,0.0005909999999857973,0.0,-0.0006847406289939547
342,37.0,0.0024979999999459324,0.0,-0.11671780463091569
343,59.0,0.004470999999966807,0.0,-0.00034237031449697733
344,53.0,0.00368500000001859,0.0,-0.047465660083104266
345,22.0,0.0015789999999924476,0.0,-0.003770137563533624
346,15.0,0.0010949999999638749,0.0,-0.00017118515724848867
347,18.0,0.001310000000103173,0.0,-0.0014263782244448974
348,42.0,0.003040000000055443,0.0,-0.004803719143711915
349,54.0,0.0037079999999605207,0.0,-0.0016424848681756148
350,62.0,0.004228000000011889,0.0,-0.0517927150329262
351,118.0,0.008426999999983309,0.0,-0.0007131891122224487
352,23.0,0.0015829999999823485,0.0,-0.006401579725232347
353,51.0,0.003836000000092099,0.0,-0.06697619165111666
354,50.0,0.003589000000033593,0.0,-0.0029954961354037354
355,14.0,0.0010389999999915744,0.0,-0.0015588747186555526
356,51.0,0.0038080000000491054,0.0,-0.04485947966323886
357,34.0,0.002534999999966203,0.0,-0.0045014219482171994
358,41.0,0.0029299999999921056,0.0,2.0457394434913263e-05
359,15.0,0.0011120000000346408,0.0,-0.0038262649536478545
360,31.0,0.002192000000036387,0.0,-0.00033260323803778913
361,116.0,0.00830699999994522,1.0,0.9402058017104572
362,38.0,0.002681000000052336,0.0,-0.03987319324777283
363,26.0,0.0019059999999626598,0.0,0.00038492678389786633
364,97.0,0.007859000000053129,0.0,-4.960062295585564e-05
365,44.0,0.0032889999999952124,0.0,-2.480031147792782e-05
366,19.0,0.0015569999999343054,0.0,-0.005521405903857787
367,73.0,0.005591000000094937,0.0,-0.004299889257532592
368,62.0,0.004477999999949134,0.0,-0.019936596623886416
369,27.0,0.001986999999985528,0.0,-0.010763686707901402
370,59.0,0.004277000000001863,0.0,-0.07811868668911705
371,65.0,0.004697000000078333,0.0,-0.0258963575164631
372,64.0,0.004435000000057698,0.0,-0.010914588039360058
373,54.0,0.003860000000031505,0.0,-0.0022507109741085997
374,187.0,0.012906999999927393,0.0,-0.03163664495208889
375,27.0,0.0018969999999853826,0.0,-0.0027607029519288936
376,44.0,0.0028080000000727523,0.0,-0.5301739663388765
377,47.0,0.0030469999999240827,0.0,-0.007484323490428589
378,6.0,0.0004460000000108266,0.0,-0.0048297898009349825
379,26.0,0.0016159999998990315,0.0,0.00014763391772092832
380,51.0,0.003095000000030268,0.0,-0.0053818433539507
381,73.0,0.004788999999959742,1.0,0.7351898840246668
382,30.0,0.002304999999978463,0.0,-0.0022467215248687094
383,140.0,0.009912999999983185,0.0,-0.011823853349403512
384,9.0,0.0006369999999833453,0.0,-0.005457294019680029
385,11.0,0.0008960000000115542,0.0,-0.0013803514759644468
386,20.0,0.0015240000000176224,0.0,0.00027935210797615207
387,36.0,0.0025950000000420914,0.0,-0.02688542411644984
388,153.0,0.010024000000043998,0.0,-0.007674195741237404
389,27.0,0.0017560000000003129,0.0,-0.002079236945445882
390,70.0,0.00472700000000259,0.0,-0.5019212574263011
391,166.0,0.011462999999935164,0.0,-0.0027286470098400145
392,25.0,0.001856999999972686,0.0,-0.25096062871315056
393,68.0,0.004734999999982392,0.0,-0.12548031435657528
394,37.0,0.0024580000000469227,0.0,-0.006972343039000264
395,73.0,0.005002999999987878,0.0,-0.00128736865995944
396,31.0,0.00204899999994268,0.0,-0.0038370978706187024
397,38.0,0.002534999999966203,0.0,-0.19789239809752254
398,39.0,0.0025489999999308566,0.0,-0.0033660772236723934
399,31.0,0.0021550000000161162,0.0,-0.00269092167697535
400,10.0,0.000799000000029082,0.0,-0.0020565586774638424
401,12.0,0.0008929999999054417,0.0,-0.0001342596578582676
402,90.0,0.006037999999989552,0.0,-0.03905934334455852
403,32.0,0.0022759999999379943,0.0,-0.01003251003641683
404,23.0,0.00169000000005326,0.0,-0.002692178058238482
405,59.0,0.004305999999928645,0.0,-0.00034969389267849947
406,51.0,0.003504999999904612,0.0,-0.06274015717828764
407,21.0,0.0014920000000984146,0.0,-0.0010282793387319212
408,18.0,0.0013480000000072323,0.0,-0.018336510836651707
409,116.0,0.008690999999998894,1.0,0.9448616188358812
410,9.0,0.0008010000000240325,0.0,-0.005481267583169467
411,74.0,0.005315999999993437,0.0,-0.00017484694633924968
412,65.0,0.004654999999956999,0.0,-0.0010773960908178144
413,41.0,0.0031139999999822976,0.0,-0.0007641800829833247
414,36.0,0.0025870000000622895,0.0,0.00017930035949256936
415,34.0,0.0023739999999179418,0.0,-0.029060070094409675
416,67.0,0.004606999999964501,0.0,8.965017974628473e-05
417,39.0,0.0028140000000576038,0.0,-0.006089366070593002
418,131.0,0.008499999999912689,0.0,-0.003044683035296501
419,19.0,0.0012110000000120635,0.0,-0.0008514145586502484
420,96.0,0.0060290000000122745,0.0,-0.002908405484642516
421,60.0,0.0038749999999936335,0.0,-0.014219732538222384
422,7.0,0.0004910000000108994,0.0,-0.004857614711557495
423,64.0,0.003910000000018954,0.0,-0.0019185489353093512
424,19.0,0.0012080000000196378,0.0,4.482508987314231e-05
425,11.0,0.0007379999999557185,0.0,-0.00022918699824309976
426,52.0,0.003470999999990454,0.0,-0.0003820900414916623
427,16.0,0.0010640000000421423,0.0,-0.007336567580795364
428,23.0,0.0015339999999923748,0.0,-0.010751997869705824
429,44.0,0.0031379999999217034,0.0,-0.025903349706459543
430,9.0,0.0006140000000414148,0.0,-0.0006329090653282026
431,65.0,0.004554999999982101,0.0,-0.015719687729340508
432,154.0,0.011347999999998137,0.0,-0.01868155469800276
433,15.0,0.0010140000000546934,0.0,-0.0008073909837103338
434,38.0,0.0024319999999988795,0.0,-0.0022504025109219604
435,26.0,0.0016930000000456857,0.0,-0.002175016045501207
436,45.0,0.0034479999999348365,0.0,0.00037329380449296185
437,69.0,0.004838999999947191,0.0,-0.012951674853229771
438,39.0,0.002658999999994194,0.0,-0.0002100809492231806
439,24.0,0.0016490000000430882,0.0,-0.0027760637969266168
440,74.0,0.005408999999986008,0.0,-0.0035113532772818416
441,74.0,0.0050459999999930005,0.0,-0.003668283790397682
442,13.0,0.0009000000000014552,0.0,0.00020859657869788239
443,278.0,0.018054000000006454,0.0,-0.5278460577761644
444,61.0,0.004199999999968895,0.0,-0.0013880318984633086
445,33.0,0.002375000000029104,0.0,-0.033488095825558326
446,58.0,0.004606999999964501,0.0,-0.0010230983194316596
447,33.0,0.002479999999991378,0.0,-0.003813949667935891
448,22.0,0.0016249999999899956,0.0,-0.01166312126952614
449,25.0,0.0018489999999928841,0.0,-0.0010394961312479587
450,51.0,0.003633999999919979,0.0,-0.00590168984277876
451,21.0,0.0016120000000228174,0.0,-0.0004049690741845069
452,33.0,0.0023939999999811334,0.0,-0.0003164545326641013
453,20.0,0.001542999999969652,0.0,-0.00295084492138938
454,5.0,0.00047199999994518294,0.0,-0.0008732285397861745
455,91.0,0.006297000000017761,0.0,-0.01952967167227926
456,23.0,0.0016450000000531873,0.0,0.00010429828934894125
457,26.0,0.0018650000000661748,0.0,0.00013835041513693446
458,34.0,0.0023830000000089058,0.0,-0.006475837426614885
459,52.0,0.0036069999999881475,0.0,0.00028960436384030993
460,78.0,0.005292000000054031,0.0,-0.003209858724303327
461,36.0,0.002357999999958338,0.0,-0.003237918713307443
462,62.0,0.004537000000027547,0.0,-0.0001602315621670277
463,54.0,0.003444999999942411,0.0,-0.0022520565920175497
464,57.0,0.003588000000036118,0.0,-0.0005197480656239794
