steps,time,reward,delta,converged
1,0.02800200000001496,-3.157766990291262,99.99983983998588,False
2,0.006859000000076776,-2.9029126213592233,99.99983983998588,False
3,0.005259000000023661,-0.9661016949152542,99.99983983998588,False
4,0.005289000000175292,-0.9726027397260274,99.99983983998588,False
5,0.0023360000000138825,2.2580645161290325,99.99983983998588,False
6,0.0019310000002406014,3.391304347826087,99.99983983998588,False
7,0.004241999999976542,-0.9672131147540983,99.99983983998588,False
8,0.0032530000003134774,1.1041666666666667,99.99983983998588,False
9,0.0014889999997649284,3.391304347826087,99.99983983998588,False
10,0.0057040000001507,-2.2933333333333334,99.99983983998588,False
11,0.0034880000002885936,1.4047619047619047,99.99983983998588,False
12,0.0018270000000484288,3.04,99.99983983998588,False
13,0.0025200000000040745,3.590909090909091,99.99983983998588,False
14,0.001960999999937485,2.607142857142857,99.99983983998588,False
15,0.001964999999927386,-0.9285714285714286,99.99983983998588,False
16,0.0013210000001890876,4.611111111111111,99.99983983998588,False
17,0.0019010000000889704,3.8095238095238093,99.99983983998588,False
18,0.0017050000001290755,3.2083333333333335,99.99983983998588,False
19,0.0013399999998000567,4.315789473684211,99.99983983998588,False
20,0.0014860000001135631,3.8095238095238093,99.99983983998588,False
21,0.0014889999997649284,3.8095238095238093,99.99983983998588,False
22,0.0011959999997088744,4.9411764705882355,99.99983983998588,False
23,0.0030820000001767767,-0.9545454545454546,99.99983983998588,False
24,0.001142000000072585,5.3125,99.99983983998588,False
25,0.0012799999999515421,4.611111111111111,99.99983983998588,False
26,0.0022469999998975254,-4.464285714285714,99.99983983998588,False
27,0.0011329999997542473,5.3125,99.99983983998588,False
28,0.0011939999999412976,4.9411764705882355,99.99983983998588,False
29,0.001198000000385946,4.9411764705882355,99.99983983998588,False
30,0.0012590000001182489,-0.8888888888888888,99.99983983998588,False
31,0.0023559999999633874,-6.764705882352941,99.99983983998588,False
32,0.001209000000017113,4.9411764705882355,99.99983983998588,False
33,0.0010699999997996201,5.733333333333333,99.99983983998588,False
34,0.0013770000000477012,4.315789473684211,99.99983983998588,False
35,0.0012069999997947889,5.733333333333333,99.99983983998588,False
36,0.001055000000178552,5.733333333333333,99.99983983998588,False
37,0.0012199999996482802,4.9411764705882355,99.99983983998588,False
38,0.0013919999996687693,-0.9,99.99983983998588,False
39,0.0011910000002899324,4.9411764705882355,99.99983983998588,False
40,0.0010580000002846646,5.733333333333333,99.99983983998588,False
41,0.0010520000000724394,5.733333333333333,99.99983983998588,False
42,0.0015309999998862622,-0.9090909090909091,99.99983983998588,False
43,0.0010259999999107094,5.733333333333333,99.99983983998588,False
44,0.001580999999987398,3.391304347826087,99.99983983998588,False
45,0.0012539999997898121,5.733333333333333,99.99983983998588,False
46,0.0012790000000677537,4.9411764705882355,99.99983983998588,False
47,0.0023590000000695,-4.03125,99.99983983998588,False
48,0.001051000000188651,5.733333333333333,99.99983983998588,False
49,0.0012500000002546585,4.611111111111111,99.99983983998588,False
50,0.0010400000001027365,5.733333333333333,99.99983983998588,False
51,0.0010440000000926375,5.733333333333333,99.99983983998588,False
52,0.0013799999996990664,4.315789473684211,99.99983983998588,False
53,0.001044999999976426,5.733333333333333,99.99983983998588,False
54,0.0013719999997192645,4.315789473684211,99.99983983998588,False
55,0.0011339999996380357,5.733333333333333,99.99983983998588,False
56,0.0010790000001179578,5.733333333333333,99.99983983998588,False
57,0.0010689999999158317,5.733333333333333,99.99983983998588,False
58,0.0011759999997593695,4.9411764705882355,99.99983983998588,False
59,0.0015370000000984874,-0.9090909090909091,99.99983983998588,False
60,0.0011639999997896666,5.3125,99.99983983998588,False
61,0.0013149999999768625,-0.8947368421052632,99.99983983998588,False
62,0.0011749999998755811,4.9411764705882355,99.99983983998588,False
63,0.0013120000003254972,4.315789473684211,99.99983983998588,False
64,0.0020509999999376305,-4.233333333333333,99.99983983998588,False
65,0.0010010000000875152,5.733333333333333,99.99983983998588,False
66,0.0010760000000118453,5.733333333333333,99.99983983998588,False
67,0.0014439999999922293,4.05,99.99983983998588,False
68,0.001326000000062777,4.315789473684211,99.99983983998588,False
69,0.001190999999835185,-0.8823529411764706,99.99983983998588,False
70,0.0010469999997440027,5.733333333333333,99.99983983998588,False
71,0.0022629999998571293,-6.9393939393939394,99.99983983998588,False
72,0.0010490000004210742,5.733333333333333,99.99983983998588,False
73,0.0010440000000926375,5.733333333333333,99.99983983998588,False
74,0.00102100000003702,5.733333333333333,99.99983983998588,False
75,0.001253000000360771,4.315789473684211,99.99983983998588,False
76,0.001607000000149128,4.9411764705882355,99.99983983998588,False
77,0.0024549999998271232,-0.9259259259259259,99.99983983998588,False
78,0.0010720000000219443,5.733333333333333,99.99983983998588,False
79,0.0016700000001037552,-0.9166666666666666,99.99983983998588,False
80,0.0014660000001640583,3.8095238095238093,99.99983983998588,False
81,0.0014019999998708954,5.733333333333333,99.99983983998588,False
82,0.001059999999597494,5.733333333333333,99.99983983998588,False
83,0.001051999999617692,5.733333333333333,99.99983983998588,False
84,0.001142000000072585,5.733333333333333,99.99983983998588,False
85,0.0011429999999563734,-0.875,99.99983983998588,False
86,0.0012360000000626314,4.9411764705882355,99.99983983998588,False
87,0.0012660000002142624,5.733333333333333,99.99983983998588,False
88,0.0010439999996378901,5.733333333333333,99.99983983998588,False
89,0.0013359999998101557,4.9411764705882355,99.99983983998588,False
90,0.0010729999999057327,5.733333333333333,99.99983983998588,False
91,0.0010749999996733095,5.733333333333333,99.99983983998588,False
92,0.0013019999996686238,4.9411764705882355,99.99983983998588,False
93,0.0010830000001078588,5.733333333333333,99.99983983998588,False
94,0.0013330000001587905,4.315789473684211,99.99983983998588,False
95,0.0012200000001030276,4.9411764705882355,99.99983983998588,False
96,0.00107300000036048,5.733333333333333,99.99983983998588,False
97,0.0010809999998855346,5.733333333333333,99.99983983998588,False
98,0.0011850000000777072,5.733333333333333,99.99983983998588,False
99,0.0011859999999614956,5.733333333333333,99.99983983998588,False
100,0.0013170000001991866,4.9411764705882355,99.99983983998588,False
101,0.002025000000230648,4.9411764705882355,99.99983983998588,False
102,0.0012219999998706044,5.733333333333333,99.99983983998588,False
103,0.0010620000002745655,5.733333333333333,99.99983983998588,False
104,0.0016649999997753184,-0.9166666666666666,99.99983983998588,False
105,0.0016609999997854175,-5.041666666666667,99.99983983998588,False
106,0.0011779999999816937,4.9411764705882355,99.99983983998588,False
107,0.0010439999996378901,5.733333333333333,99.99983983998588,False
108,0.0010389999997642008,5.733333333333333,99.99983983998588,False
109,0.002225999999609485,-0.9354838709677419,99.99983983998588,False
