step,reward,mean,median,std,max,min
0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0
5,0.00546448087431694,0.0009107468123861566,0.0,0.0020364917827866936,0.00546448087431694,0.0
6,0.005376344086021506,0.0015486892800483495,0.0,0.0024488060517647405,0.00546448087431694,0.0
7,0.0,0.0013551031200423058,0.0,0.0023472108775493233,0.00546448087431694,0.0
8,0.0,0.001204536106704272,0.0,0.002253576462866809,0.00546448087431694,0.0
9,0.0,0.0010840824960338447,0.0,0.0021682545601244413,0.00546448087431694,0.0
10,0.0,0.0009855295418489498,0.0,0.002090708311915693,0.00546448087431694,0.0
11,0.004366812227074236,0.0012673030989510568,0.0,0.0022091097424126096,0.00546448087431694,0.0
12,0.0,0.001169818245185591,0.0,0.0021491412334232636,0.00546448087431694,0.0
13,0.0,0.001086259799100906,0.0,0.0020927635704903413,0.00546448087431694,0.0
14,0.0,0.0010138424791608454,0.0,0.0020398778949622443,0.00546448087431694,0.0
15,0.004291845493562232,0.0012187176675609321,0.0,0.0021285301511930568,0.00546448087431694,0.0
16,0.0,0.0011470283929985244,0.0,0.0020847930273960803,0.00546448087431694,0.0
17,0.006329113924050633,0.0014349220336125302,0.0,0.002348170380222537,0.006329113924050633,0.0
18,0.0,0.001359399821317134,0.0,0.0023078915779750717,0.006329113924050633,0.0
19,0.0,0.0012914298302512772,0.0,0.002268881626028166,0.006329113924050633,0.0
20,0.0,0.0012299331716678831,0.0,0.002231216292749761,0.006329113924050633,0.0
21,0.0036101083032490976,0.0013381229503761202,0.0,0.0022355858707597794,0.006329113924050633,0.0
22,0.0,0.0012799436916641148,0.0,0.002203409355392344,0.006329113924050633,0.0
23,0.0,0.0012266127045114435,0.0,0.0021721273108038213,0.006329113924050633,0.0
24,0.0,0.0011775481963309858,0.0,0.0021417720222465346,0.006329113924050633,0.0
25,0.0,0.0011322578810874862,0.0,0.0021123535279909066,0.006329113924050633,0.0
26,0.0,0.001090322404010172,0.0,0.0020838665916856217,0.006329113924050633,0.0
27,0.0,0.001051382318152666,0.0,0.0020562956025263275,0.006329113924050633,0.0
28,0.0,0.0010151277554577463,0.0,0.002029618040436464,0.006329113924050633,0.0
29,0.00425531914893617,0.0011231341352403606,0.0,0.002078541245168902,0.006329113924050633,0.0
30,0.0,0.0010869040018455102,0.0,0.002054348261946578,0.006329113924050633,0.0
31,0.0,0.0010529382517878378,0.0,0.0020308187466959535,0.006329113924050633,0.0
32,0.0,0.0010210310320366912,0.0,0.0020079408693734666,0.006329113924050633,0.0
33,0.0,0.0009910007075650238,0.0,0.0019856997442515532,0.006329113924050633,0.0
34,0.0,0.0009626864016345945,0.0,0.0019640784173469705,0.006329113924050633,0.0
35,0.004784688995215311,0.00106885314034517,0.0,0.002035914177046219,0.006329113924050633,0.0
36,0.0,0.0010399652176331382,0.0,0.0020156793864763976,0.006329113924050633,0.0
37,0.006493506493506494,0.0011834794617350687,0.0,0.002172120580332827,0.006493506493506494,0.0
38,0.0,0.0011531338345110926,0.0,0.002152236804237012,0.006493506493506494,0.0
39,0.006329113924050633,0.0012825333367495813,0.0,0.002273619404380978,0.006493506493506494,0.0
40,0.0,0.00125125203585325,0.0,0.002254418860208233,0.006493506493506494,0.0
41,0.0,0.001221460320713887,0.0,0.0022355724472011814,0.006493506493506494,0.0
42,0.0,0.0011930542667437966,0.0,0.0022170806462136943,0.006493506493506494,0.0
43,0.0,0.0011659393970450739,0.0,0.0021989420618502634,0.006493506493506494,0.0
44,0.0,0.0011400296326662944,0.0,0.002181153812310219,0.006493506493506494,0.0
45,0.008695652173913044,0.0013042822966064412,0.0,0.0024224082462933586,0.008695652173913044,0.0
46,0.0,0.001276531609444602,0.0,0.002403878941255376,0.008695652173913044,0.0
47,0.0,0.0012499372009145062,0.0,0.0023856837797959357,0.008695652173913044,0.0
48,0.0,0.001224428278446863,0.0,0.002367819280541032,0.008695652173913044,0.0
49,0.0,0.0011999397128779259,0.0,0.002350281171420432,0.008695652173913044,0.0
50,0.0,0.0011764114832136527,0.0,0.0023330645591450104,0.008695652173913044,0.0
51,0.0,0.0011537881854595442,0.0,0.002316164069204454,0.008695652173913044,0.0
52,0.0,0.001132018597054647,0.0,0.0022995739615573117,0.008695652173913044,0.0
53,0.0,0.0011110552897017833,0.0,0.0022832882262289692,0.008695652173913044,0.0
54,0.0,0.001090854284434478,0.0,0.002267300662265191,0.008695652173913044,0.0
55,0.0,0.0010713747436410053,0.0,0.0022516049428696625,0.008695652173913044,0.0
56,0.0,0.0010525786955069526,0.0,0.002236194669052945,0.008695652173913044,0.0
57,0.0033444816053511705,0.0010920942629180598,0.0,0.0022368178951996964,0.008695652173913044,0.0
58,0.006756756756756757,0.0011881054916271902,0.0,0.0023352097831484137,0.008695652173913044,0.0
